experiment_family,scenario_name,condition_name,persona_name,cell_persona_design,chat_atmosphere,repeat_index,n_events,final_timestep,mean_nsb,mean_gcr,mean_ssa,mean_scm,mean_public_nsb_active,final_nsb,terminal_active_nsb,active_agents_terminal_nsb,terminal_all_agents_nsb,entry_all_agents_nsb,delta_all_agents_nsb,delta_terminal_minus_entry,public_thread_negative_share,terminal_active_agents_nsb,terminal_inactive_agents_nsb,entry_all_agents_latent_neg_mean,terminal_all_agents_latent_neg_mean,delta_all_agents_latent_neg_mean,entry_active_agents_latent_neg_mean,terminal_active_agents_latent_neg_mean,entry_inactive_agents_latent_neg_mean,terminal_inactive_agents_latent_neg_mean,delta_inactive_agents_latent_neg_mean,entry_all_agents_attitude_n,terminal_all_agents_attitude_n,entry_active_agents_attitude_n,terminal_active_agents_attitude_n,entry_inactive_agents_attitude_n,terminal_inactive_agents_attitude_n,terminal_panel_all_last_choice_nsb,terminal_panel_active_last_choice_nsb,terminal_panel_inactive_last_choice_nsb,terminal_panel_never_active_last_choice_nsb,terminal_panel_all_latent_neg_mean,terminal_panel_active_latent_neg_mean,terminal_panel_inactive_latent_neg_mean,terminal_panel_never_active_latent_neg_mean,terminal_panel_active_n,terminal_panel_inactive_n,terminal_panel_never_active_n,terminal_nsb_by_persona,active_count_by_persona,prototype_mean_latent_by_persona,prototype_negative_ratio_by_persona,inactive_shift,active_shift,terminal_all_agents_cb,terminal_all_agents_sb,terminal_all_agents_eb_probe,probe_n_agents,final_gcr,final_ssa,terminal_support_report_1_count,terminal_support_report_2_count,terminal_neutral_count,terminal_reply_count,terminal_post_count,terminal_like_count,terminal_repost_count,terminal_group_tendency,terminal_community_atmosphere,stop_reason,stop_timestep
main,mycoplasma_pneumonia,high_interaction,main_baseline_neutral,single_persona,none,1,75,5,0.9333,0.9073,0.788,0.9565,0.9333,0.8033,1.0,1.0,0.8033,0.635,0.1683,0.1683,0.9286,0.9904,0.7641,0.5209,0.5693,0.0484,,0.7097,0.5209,0.5399,0.019,81,182,0,51,81,131,0.7917,1.0,0.7807,0.75,0.5693,0.7346,0.5606,0.5393,15,285,248,"{""main_baseline_neutral"": 0.7917}","{""main_baseline_neutral"": 52}","{""main_baseline_neutral"": 0.5693}","{""main_baseline_neutral"": 0.12}",0.1291,,0.69,1.0,0.585,300,1.0,1.0,0,14,0,10,1,3,0,support_report_2,negative_leaning,high_consensus,5
main,mycoplasma_pneumonia,high_interaction,main_baseline_neutral,single_persona,none,2,105,7,0.9429,0.9447,0.864,1.1,0.9429,0.87,1.0,1.0,0.87,0.61,0.26,0.26,0.9388,1.0,0.8408,0.52,0.591,0.071,,0.7703,0.52,0.5507,0.0307,66,222,0,55,66,167,0.8783,1.0,0.8719,0.8531,0.5913,0.8311,0.5787,0.5506,15,285,245,"{""main_baseline_neutral"": 0.8783}","{""main_baseline_neutral"": 55}","{""main_baseline_neutral"": 0.5913}","{""main_baseline_neutral"": 0.1733}",0.2308,,0.745,1.0,0.595,300,1.0,1.0,0,12,0,7,1,4,0,support_report_2,negative_leaning,high_consensus,7
main,mycoplasma_pneumonia,high_interaction,main_baseline_neutral,single_persona,none,3,225,15,0.8044,0.8693,0.7177,1.0392,0.8044,0.9283,0.6667,0.6667,0.9283,0.61,0.3183,0.3183,0.8141,0.9444,0.9232,0.5194,0.6198,0.1004,,0.7833,0.5194,0.5681,0.0487,66,257,0,64,66,193,0.955,0.6667,0.9702,0.9693,0.6209,0.9123,0.6056,0.5698,15,285,228,"{""main_baseline_neutral"": 0.955}","{""main_baseline_neutral"": 72}","{""main_baseline_neutral"": 0.6209}","{""main_baseline_neutral"": 0.1833}",0.3132,,0.8367,1.0,0.64,300,0.6667,0.3333,4,8,0,8,0,4,0,support_report_2,negative_leaning,max_timestep,15
main,mycoplasma_pneumonia,high_interaction,main_baseline_neutral,single_persona,none,4,75,5,0.8933,0.9034,0.8069,1.5714,0.8933,0.8,0.9333,0.9333,0.8,0.6217,0.1783,0.1783,0.8806,0.9815,0.7602,0.52,0.5695,0.0495,,0.7026,0.52,0.5403,0.0203,73,180,0,52,73,128,0.7967,0.9333,0.7895,0.7602,0.5694,0.7242,0.5612,0.5403,15,285,246,"{""main_baseline_neutral"": 0.7967}","{""main_baseline_neutral"": 54}","{""main_baseline_neutral"": 0.5694}","{""main_baseline_neutral"": 0.1167}",0.1385,,0.6767,1.0,0.585,300,0.9286,0.8571,1,13,1,8,1,6,0,support_report_2,negative_leaning,high_consensus,5
main,mycoplasma_pneumonia,high_interaction,main_baseline_neutral,single_persona,none,5,75,5,0.9067,0.9581,0.9161,0.8182,0.9067,0.7667,0.9333,0.9333,0.7667,0.615,0.1517,0.1517,0.9155,0.9906,0.7186,0.5216,0.5653,0.0437,,0.704,0.5216,0.5356,0.014,69,160,0,52,69,108,0.7633,0.9333,0.7544,0.7206,0.5663,0.7172,0.5584,0.5372,15,285,247,"{""main_baseline_neutral"": 0.7633}","{""main_baseline_neutral"": 53}","{""main_baseline_neutral"": 0.5663}","{""main_baseline_neutral"": 0.1067}",0.1036,,0.6567,1.0,0.5817,300,1.0,1.0,0,14,0,12,0,2,0,support_report_2,negative_leaning,high_consensus,5
main,mycoplasma_pneumonia,high_interaction,main_baseline_neutral,single_persona,none,6,90,6,0.8778,0.8952,0.7904,1.1316,0.8778,0.775,1.0,1.0,0.775,0.585,0.19,0.19,0.8851,0.9712,0.7339,0.5165,0.5729,0.0564,,0.7266,0.5165,0.5406,0.0241,51,165,0,49,51,116,0.8067,1.0,0.7965,0.7702,0.5739,0.8145,0.5612,0.541,15,285,248,"{""main_baseline_neutral"": 0.8067}","{""main_baseline_neutral"": 52}","{""main_baseline_neutral"": 0.5739}","{""main_baseline_neutral"": 0.1267}",0.1489,,0.6783,1.0,0.5867,300,1.0,1.0,0,15,0,13,0,2,0,support_report_2,negative_leaning,high_consensus,6
main,mycoplasma_pneumonia,high_interaction,main_baseline_neutral,single_persona,none,7,90,6,0.8889,0.904,0.8079,0.9744,0.8889,0.8133,0.9333,0.9333,0.8133,0.6083,0.205,0.205,0.9048,0.9706,0.7811,0.5199,0.5777,0.0578,,0.7387,0.5199,0.5448,0.0249,65,188,0,48,65,140,0.8217,0.9333,0.8158,0.7892,0.5778,0.7657,0.5679,0.5442,15,285,249,"{""main_baseline_neutral"": 0.8217}","{""main_baseline_neutral"": 51}","{""main_baseline_neutral"": 0.5778}","{""main_baseline_neutral"": 0.1433}",0.1728,,0.6933,1.0,0.58,300,0.9333,0.8667,1,14,0,9,0,6,0,support_report_2,negative_leaning,high_consensus,6
main,mycoplasma_pneumonia,high_interaction,main_baseline_neutral,single_persona,none,8,120,8,0.8583,0.8645,0.729,1.2373,0.8583,0.8633,0.9333,0.9333,0.8633,0.6083,0.255,0.255,0.8584,0.9918,0.8305,0.5201,0.591,0.0709,,0.7453,0.5201,0.5516,0.0315,65,218,0,60,65,158,0.8533,0.9333,0.8491,0.8264,0.5882,0.8377,0.5751,0.5485,15,285,239,"{""main_baseline_neutral"": 0.8533}","{""main_baseline_neutral"": 61}","{""main_baseline_neutral"": 0.5882}","{""main_baseline_neutral"": 0.1433}",0.2222,,0.7583,1.0,0.5983,300,0.9286,0.8571,1,13,0,10,3,1,0,support_report_2,negative_leaning,high_consensus,8
main,mycoplasma_pneumonia,high_interaction,main_baseline_neutral,single_persona,none,9,90,6,0.8667,0.893,0.7635,1.359,0.8667,0.7767,1.0,1.0,0.7767,0.6283,0.1484,0.1484,0.869,0.9804,0.7349,0.5223,0.5693,0.047,,0.7249,0.5223,0.5374,0.0151,77,166,0,49,77,117,0.7783,1.0,0.7667,0.7369,0.5685,0.778,0.5575,0.537,15,285,249,"{""main_baseline_neutral"": 0.7783}","{""main_baseline_neutral"": 51}","{""main_baseline_neutral"": 0.5685}","{""main_baseline_neutral"": 0.11}",0.1066,,0.66,1.0,0.5817,300,1.0,1.0,0,15,0,9,1,5,0,support_report_2,negative_leaning,high_consensus,6
main,mycoplasma_pneumonia,high_interaction,main_baseline_neutral,single_persona,none,10,225,15,0.6533,0.7104,0.2552,1.8077,0.6533,0.875,0.6,0.6,0.875,0.6167,0.2583,0.2583,0.6442,0.9783,0.8442,0.5209,0.5929,0.072,,0.7209,0.5209,0.5547,0.0338,70,225,0,66,70,159,0.8867,0.6,0.9018,0.8853,0.5939,0.7707,0.5846,0.5558,15,285,231,"{""main_baseline_neutral"": 0.8867}","{""main_baseline_neutral"": 69}","{""main_baseline_neutral"": 0.5939}","{""main_baseline_neutral"": 0.1333}",0.2275,,0.7617,1.0,0.6233,300,0.5385,0.0769,6,7,0,8,0,5,0,support_report_2,negative_leaning,max_timestep,15
